24257	0	0	8
24258	6	9	0
24259	4	4	4
24260	5	2	3
24261	1	9	5
24262	2	1	6
24263	4	0	4
24264	3	4	7
24265	7	0	1
24266	1	4	3
24267	8	4	1
24268	8	3	1
24269	3	2	4
24270	8	0	1
24271	3	9	5
24272	4	3	6
24273	8	1	2
24274	2	7	4
24275	6	8	1
24276	0	8	8
24277	6	2	3
24278	1	3	4
24279	8	8	6
24280	8	5	9
24281	4	6	5
24282	9	0	5
24283	2	8	5
24284	0	3	4
24285	3	4	7
24286	1	5	6
24287	9	4	5
24288	8	1	0
24289	0	0	6
24290	0	0	4
24291	3	4	0
24292	0	3	0
24293	0	4	4
24294	7	0	1
24295	5	5	2
24296	8	9	8
24297	0	3	7
24298	6	8	0
24299	5	8	1
24300	9	3	3
24301	8	7	7
24302	3	9	8
24303	2	0	1
24304	4	2	5
24305	8	4	1
24306	5	0	8
24307	5	8	2
24308	8	4	3
24309	4	8	3
24310	7	1	8
24311	5	3	3
24312	4	1	3
24313	4	7	1
24314	0	8	0
24315	0	7	1
24316	3	3	2
24317	3	5	5
24318	2	4	3
24319	7	9	3
24320	8	6	3
24321	0	5	0
24322	6	7	8
24323	9	1	4
24324	6	3	0
24325	0	2	3
24326	2	5	7
24327	1	3	4
24328	1	2	5
24329	1	4	7
24330	8	1	1
24331	7	1	2
24332	6	7	9
24333	8	4	8
24334	7	4	6
24335	4	9	9
24336	2	4	9
24337	1	7	2
24338	1	5	5
24339	9	1	8
24340	0	3	1
24341	6	5	3
24342	0	8	4
24343	4	8	1
24344	5	4	6
24345	6	2	0
24346	6	7	7
24347	8	9	3
24348	1	9	2
24349	9	0	7
24350	2	2	0
24351	7	8	8
24352	6	9	1
25001	1	2	3
25002	9	0	0
25003	1	6	8
25004	3	5	1
25005	6	1	7
25006	6	5	6
25007	3	6	2
25008	1	2	8
25009	8	0	6
25010	1	4	3
25011	0	2	7
25012	4	7	1
25013	9	7	8
25014	5	0	8
25015	3	9	8
25016	9	6	3
25017	9	5	6
25018	2	9	2
25019	7	3	4
25020	1	5	9
25021	3	4	6
25022	4	8	4
25023	7	8	8
25024	2	2	8
25025	6	7	7
25026	3	4	6
25027	0	4	8
25028	8	2	2
25029	4	8	9
25030	2	9	7
25031	5	1	3
25032	3	9	2
25033	9	3	4
25034	3	0	9
25035	8	4	9
25036	5	2	1
25037	5	7	8
25038	3	6	6
25039	5	8	8
25040	8	7	5
25041	9	1	6
25042	6	7	5
25043	5	5	2
25044	8	0	5
25045	7	2	2
25046	3	7	2
25047	8	0	6
25048	5	7	0
25049	0	3	7
25050	5	7	0
25051	9	7	3
25052	3	3	7
25053	8	9	9
25054	3	8	4
25055	9	1	6
25056	7	1	6
25057	7	6	5
25058	6	7	2
25059	7	7	1
25060	7	9	3
25061	4	9	0
25062	2	5	7
25063	4	6	6
25064	6	5	6
25065	9	9	0
25066	1	8	4
25067	6	7	1
25068	9	7	5
25069	9	3	4
25070	7	7	1
25071	4	6	2
25072	9	3	5
25073	1	3	2
25074	1	7	9
25075	7	4	3
25076	4	0	7
25077	4	2	5
25078	1	1	3
25079	2	9	6
25080	7	3	8
25081	7	6	6
25082	3	4	4
25083	5	9	3
25084	3	0	4
25085	3	5	3
25086	6	3	4
25087	8	4	5
25088	2	2	2
25089	2	0	8
25090	9	9	3
25091	8	3	0
25092	7	2	1
25093	4	3	2
25094	5	3	4
25095	6	7	2
25096	9	4	8
25097	1	7	1
25098	1	9	2
25099	1	7	4
25100	9	9	7
25101	9	1	1
25102	2	3	3
25103	4	7	1
25104	1	4	4
25105	0	8	4
25106	0	7	6
25107	7	2	6
25108	8	7	7
25109	6	1	9
25110	1	1	6
25111	5	8	8
25112	4	8	3
25113	0	2	9
25114	1	9	2
25115	8	4	7
25116	3	6	0
25117	1	7	0
25118	2	5	5
25119	7	0	3
25120	4	0	1
25121	4	2	4
25122	0	3	0
25123	8	4	2
25124	5	2	7
25125	6	2	7
25126	1	8	4
25127	4	9	2
25128	8	7	0
25129	1	8	9
25130	0	6	8
25131	3	6	7
25132	2	7	5
25133	8	6	6
25134	5	1	0
25135	8	1	6
25136	3	2	4
25137	7	2	1
25138	8	9	5
25139	1	5	5
25140	2	6	7
25141	4	7	5
25142	3	4	3
25143	9	4	4
25144	3	8	9
25145	4	7	1
25146	8	2	2
25147	0	2	3
25148	5	5	7
25149	7	7	2
25150	2	1	2
25151	6	8	6
25152	7	4	7
25153	8	9	4
25154	9	8	9
25155	0	4	0
25156	6	3	8
25157	2	5	0
25158	8	8	2
25159	2	7	4
25160	1	7	1
25161	2	4	8
25162	3	1	7
25163	7	6	6
25164	5	1	9
25165	1	0	3
25166	6	9	9
25167	5	0	2
25168	1	0	5
25169	7	2	4
25170	6	7	3
25171	1	3	1
25172	4	1	3
25173	9	4	9
25174	9	7	7
25175	7	1	4
25176	9	7	2
25177	8	8	9
25178	8	9	4
25179	7	2	1
25180	1	7	7
25181	2	2	1
25182	3	0	8
25183	5	1	4
25184	6	4	1
25185	6	2	3
25186	5	5	6
25187	4	9	9
25188	6	6	9
25189	6	8	3
25190	2	6	5
25191	2	7	0
25192	2	1	0
25193	9	4	1
25194	8	6	9
25195	7	1	7
25196	4	8	5
25197	2	1	1
25198	4	0	1
25199	2	5	3
25200	7	3	5
25201	8	3	0
